date,food name,text
2021-07-12,,
2021-07-12,brais pork trotter,brais pork trotter
2021-07-12,,
2021-07-12,luffa melon with black fungu,luffa melon with black fungu
2021-07-12,,
2021-07-12,market green veget,market green veget
2021-07-12,,
2021-07-12,wintermelon soup,wintermelon soup
2021-07-12,,
2021-07-12,prawn past chicken,prawn past chicken
2021-07-12,wing,wing
2021-07-12,,
2021-07-12,brais egg w tau pok,brais egg w tau pok
2021-07-12,,
2021-07-12,fri season veget,fri season veget
2021-07-12,,
2021-07-12,herbal soup,herbal soup
2021-07-12,,
2021-07-12,dri curri pork slice,dri curri pork slice
2021-07-12,,
2021-07-12,egg beancurd w chicken,egg beancurd w chicken
2021-07-12,,
2021-07-12,fri season veget,fri season veget
2021-07-12,,
2021-07-12,pumpkin soup,pumpkin soup
2021-07-12,,
2021-07-12,teochew style steam fish,teochew style steam fish
2021-07-12,slice,slice
2021-07-12,,
2021-07-12,fri chicken,fri chicken
2021-07-12,,
2021-07-12,fri season veget,fri season veget
2021-07-12,,
2021-07-12,white fungu soup,white fungu soup
2021-07-12,,
2021-07-12,lemon chicken,lemon chicken
2021-07-12,,
2021-07-12,sambal fish ball,sambal fish ball
2021-07-12,,
2021-07-12,fri season veget,fri season veget
2021-07-12,,
2021-07-12,tofu soup,tofu soup
2021-07-12,,
2021-07-12,fri sotong ring,fri sotong ring
2021-07-12,,
2021-07-12,chicken minc meat w,chicken minc meat w
2021-07-12,mushroom,mushroom
2021-07-12,,
2021-07-12,fri season veget,fri season veget
2021-07-12,,
2021-07-12,fish slice soup,fish slice soup
2021-07-12,,
2021-07-12,creami fish fillet,creami fish fillet
2021-07-12,,
2021-07-12,potato w pork,potato w pork
2021-07-12,,
2021-07-12,fri season veget,fri season veget
2021-07-12,,
2021-07-12,marrow gourd soup,marrow gourd soup
2021-07-12,,
2021-07-12,rendang chicken,rendang chicken
2021-07-12,(),()
2021-07-12,fri egg w crab cube,fri egg w crab cube
2021-07-12,,
2021-07-12,fri season veget,fri season veget
2021-07-12,,
2021-07-12,veget soup,veget soup
2021-07-12,,
2021-07-12,vineg pig trotter,vineg pig trotter
2021-07-12,,
2021-07-12,thai style fish cake,thai style fish cake
2021-07-12,,
2021-07-12,fri season veget,fri season veget
2021-07-12,,
2021-07-12,radish soup,radish soup
2021-07-12,,
2021-07-12,steam garlic prawn,steam garlic prawn
2021-07-12,,
2021-07-12,mix chicken ball,mix chicken ball
2021-07-12,,
2021-07-12,fri season veget,fri season veget
2021-07-12,,
2021-07-12,black bean soup,black bean soup
2021-07-12,,
2021-07-12,chicken with butter salt egg,chicken with butter salt egg
2021-07-12,,
2021-07-12,brais beancurd with enoki mushroom,brais beancurd with enoki mushroom
2021-07-12,,
2021-07-12,silver fish with bean sprout and dou miao,silver fish with bean sprout and dou miao
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,steam fish fillet with black fungu and garlic,steam fish fillet with black fungu and garlic
2021-07-12,,
2021-07-12,brais minc chicken with tau pok,brais minc chicken with tau pok
2021-07-12,,
2021-07-12,thai style salt fish with kai lan veget,thai style salt fish with kai lan veget
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,tasti curri chicken with potato,tasti curri chicken with potato
2021-07-12,,
2021-07-12,tomato egg omelett,tomato egg omelett
2021-07-12,,
2021-07-12,oyster sauc stir fri chines cabbag with golden garlic,oyster sauc stir fri chines cabbag with golden garlic
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,fish fillet with celeri and spring onion,fish fillet with celeri and spring onion
2021-07-12,,
2021-07-12,crab meat vermicelli with beancurd,crab meat vermicelli with beancurd
2021-07-12,,
2021-07-12,brais mix mushroom with loh han cai veget,brais mix mushroom with loh han cai veget
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,marmit sesam mid joint wing,marmit sesam mid joint wing
2021-07-12,,
2021-07-12,steam egg with prawn cube,steam egg with prawn cube
2021-07-12,,
2021-07-12,nonya style mix veget,nonya style mix veget
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,sweet & sour steam fish fillet with bean past,sweet & sour steam fish fillet with bean past
2021-07-12,,
2021-07-12,basil fri egg omelett,basil fri egg omelett
2021-07-12,,
2021-07-12,brais cauliflow with celeri,brais cauliflow with celeri
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,bake honey cereal oat chicken,bake honey cereal oat chicken
2021-07-12,,
2021-07-12,dri shrimp with beancurd,dri shrimp with beancurd
2021-07-12,,
2021-07-12,fragranc mix curri veget,fragranc mix curri veget
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,mongolia black pepper fish fillet,mongolia black pepper fish fillet
2021-07-12,,
2021-07-12,stir fri sweet & sour chicken sausag with potato,stir fri sweet & sour chicken sausag with potato
2021-07-12,,
2021-07-12,brais mushroom with season green,brais mushroom with season green
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,bake chicken with butter honey,bake chicken with butter honey
2021-07-12,,
2021-07-12,egg plant with chicken floss,egg plant with chicken floss
2021-07-12,,
2021-07-12,french bean with shrimp,french bean with shrimp
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,deep fri fish fillet with fruit jam,deep fri fish fillet with fruit jam
2021-07-12,,
2021-07-12,brais egg tofu,brais egg tofu
2021-07-12,,
2021-07-12,shanghai green with golden garlic,shanghai green with golden garlic
2021-07-12,prawn past chicken,prawn past chicken
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,deep fri three flavour korean style chicken,deep fri three flavour korean style chicken
2021-07-12,,
2021-07-12,crab stick steam egg,crab stick steam egg
2021-07-12,,
2021-07-12,brais chines cabbag with dri shrimp red carrot,brais chines cabbag with dri shrimp red carrot
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,thai style nonya lala,thai style nonya lala
2021-07-12,,
2021-07-12,minc chicken with tofu,minc chicken with tofu
2021-07-12,,
2021-07-12,stir fri cai poh with long bean,stir fri cai poh with long bean
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,steam chicken with red date chines herb,steam chicken with red date chines herb
2021-07-12,,
2021-07-12,roast potato wedg,roast potato wedg
2021-07-12,,
2021-07-12,wing,wing
2021-07-12,,
2021-07-12,brais egg w tau pok,brais egg w tau pok
2021-07-12,,
2021-07-12,fri season veget,fri season veget
2021-07-12,,
2021-07-12,herbal soup,herbal soup
2021-07-12,,
2021-07-12,dri curri pork slice,dri curri pork slice
2021-07-12,,
2021-07-12,egg beancurd w chicken,egg beancurd w chicken
2021-07-12,,
2021-07-12,fri season veget,fri season veget
2021-07-12,,
2021-07-12,pumpkin soup,pumpkin soup
2021-07-12,,
2021-07-12,teochew style steam fish,teochew style steam fish
2021-07-12,slice,slice
2021-07-12,,
2021-07-12,fri chicken,fri chicken
2021-07-12,,
2021-07-12,fri season veget,fri season veget
2021-07-12,,
2021-07-12,white fungu soup,white fungu soup
2021-07-12,stir fri cauliflow with golden garlic,stir fri cauliflow with golden garlic
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,deep fri fish fillet with cereal oat,deep fri fish fillet with cereal oat
2021-07-12,,
2021-07-12,western style chicken sausag fri egg,western style chicken sausag fri egg
2021-07-12,,
2021-07-12,fragranc curri mix veget,fragranc curri mix veget
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,roast chicken with mushroom & white sauc,roast chicken with mushroom & white sauc
2021-07-12,,
2021-07-12,stir fri beancurd with leek and red capsicum,stir fri beancurd with leek and red capsicum
2021-07-12,,
2021-07-12,kai lan with silver fish,kai lan with silver fish
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,,
2021-07-12,lemon chicken,lemon chicken
2021-07-12,,
2021-07-12,sambal fish ball,sambal fish ball
2021-07-12,,
2021-07-12,fri season veget,fri season veget
2021-07-12,,
2021-07-12,tofu soup,tofu soup
2021-07-12,,
2021-07-12,fri sotong ring,fri sotong ring
2021-07-12,,
2021-07-12,chicken minc meat w,chicken minc meat w
2021-07-12,mushroom,mushroom
2021-07-12,,
2021-07-12,fri season veget,fri season veget
2021-07-12,,
2021-07-12,fish slice soup,fish slice soup
2021-07-12,,
2021-07-12,creami fish fillet,creami fish fillet
2021-07-12,,
2021-07-12,potato w pork,potato w pork
2021-07-12,,
2021-07-12,fri season veget,fri season veget
2021-07-12,,
2021-07-12,marrow gourd soup,marrow gourd soup
2021-07-12,,
2021-07-12,rendang chicken,rendang chicken
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,steam fish fillet with suan cai,steam fish fillet with suan cai
2021-07-12,,
2021-07-12,golden eggplant with cereal oat,golden eggplant with cereal oat
2021-07-12,,
2021-07-12,soy chip with chines spinach,soy chip with chines spinach
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,mid joint wing with teriyaki sauc,mid joint wing with teriyaki sauc
2021-07-12,,
2021-07-12,tofu with hot honey sauc,tofu with hot honey sauc
2021-07-12,,
2021-07-12,celeri with snow pea,celeri with snow pea
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,deep fri fish fillet with golden butter,deep fri fish fillet with golden butter
2021-07-12,,
2021-07-12,otak steam egg,otak steam egg
2021-07-12,,
2021-07-12,dri shrimp with angel gourd and cucumb,dri shrimp with angel gourd and cucumb
2021-07-12,(),()
2021-07-12,fri egg w crab cube,fri egg w crab cube
2021-07-12,,
2021-07-12,fri season veget,fri season veget
2021-07-12,,
2021-07-12,veget soup,veget soup
2021-07-12,,
2021-07-12,vineg pig trotter,vineg pig trotter
2021-07-12,,
2021-07-12,thai style fish cake,thai style fish cake
2021-07-12,,
2021-07-12,fri season veget,fri season veget
2021-07-12,,
2021-07-12,radish soup,radish soup
2021-07-12,,
2021-07-12,steam garlic prawn,steam garlic prawn
2021-07-12,,
2021-07-12,mix chicken ball,mix chicken ball
2021-07-12,,
2021-07-12,fri season veget,fri season veget
2021-07-12,,
2021-07-12,black bean soup,black bean soup
2021-07-12,,
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,deep fri boneless chicken with shrimp past,deep fri boneless chicken with shrimp past
2021-07-12,,
2021-07-12,wolfberri sotong beancurd,wolfberri sotong beancurd
2021-07-12,,
2021-07-12,bean sprout chive with salt fish,bean sprout chive with salt fish
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,stir fri capsicum with fish fillet,stir fri capsicum with fish fillet
2021-07-12,,
2021-07-12,red persimmon steam egg with tomato sauc,red persimmon steam egg with tomato sauc
2021-07-12,,
2021-07-12,stir fri xiao bao cai with slice garlic,stir fri xiao bao cai with slice garlic
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,bake chicken drumstick with honey sauc,bake chicken drumstick with honey sauc
2021-07-12,,
2021-07-12,brais tofu with mushroom,brais tofu with mushroom
2021-07-12,,
2021-07-12,sambal dri shrimp with ladi finger,sambal dri shrimp with ladi finger
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,hari,hari
2021-07-12,raya,raya
2021-07-12,haji,haji
2021-07-12,thai style fish fillet with lemon,thai style fish fillet with lemon
2021-07-12,,
2021-07-12,french bean fri egg,french bean fri egg
2021-07-12,,
2021-07-12,chicken sausag fri chines cabbag,chicken sausag fri chines cabbag
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,sweet & sour mid joint wing with pineappl,sweet & sour mid joint wing with pineappl
2021-07-12,,
2021-07-12,brais chicken minc with tau pok,brais chicken minc with tau pok
2021-07-12,,
2021-07-12,chines cabbag with oyster sauc,chines cabbag with oyster sauc
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,homemad sambal lala,homemad sambal lala
2021-07-12,,
2021-07-12,cai poh egg omelett,cai poh egg omelett
2021-07-12,chicken with butter salt egg,chicken with butter salt egg
2021-07-12,,
2021-07-12,stir fri long bean with chicken minc and oliv veget,stir fri long bean with chicken minc and oliv veget
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,kong poh chicken,kong poh chicken
2021-07-12,,
2021-07-12,minc chicken steam egg,minc chicken steam egg
2021-07-12,,
2021-07-12,shrimp stir fri jiu bai cai,shrimp stir fri jiu bai cai
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,steam fish fillet with bean past sauc,steam fish fillet with bean past sauc
2021-07-12,,
2021-07-12,french fri with chicken floss,french fri with chicken floss
2021-07-12,,
2021-07-12,chicken egg plant with bean past,chicken egg plant with bean past
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,signatur curri chicken,signatur curri chicken
2021-07-12,,
2021-07-12,crab stick black fungu beancurd,crab stick black fungu beancurd
2021-07-12,,
2021-07-12,,
2021-07-12,brais beancurd with enoki mushroom,brais beancurd with enoki mushroom
2021-07-12,,
2021-07-12,silver fish with bean sprout and dou miao,silver fish with bean sprout and dou miao
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,steam fish fillet with black fungu and garlic,steam fish fillet with black fungu and garlic
2021-07-12,,
2021-07-12,brais minc chicken with tau pok,brais minc chicken with tau pok
2021-07-12,,
2021-07-12,thai style salt fish with kai lan veget,thai style salt fish with kai lan veget
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,tasti curri chicken with potato,tasti curri chicken with potato
2021-07-12,,
2021-07-12,tomato egg omelett,tomato egg omelett
2021-07-12,,
2021-07-12,oyster sauc stir fri chines cabbag with golden garlic,oyster sauc stir fri chines cabbag with golden garlic
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,loh han chye mix veget,loh han chye mix veget
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,bean past steam fish fillet,bean past steam fish fillet
2021-07-12,,
2021-07-12,steam egg with shrimp & hairi melon,steam egg with shrimp & hairi melon
2021-07-12,,
2021-07-12,cauliflow with wolfberri,cauliflow with wolfberri
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,roast chicken with satay sauc,roast chicken with satay sauc
2021-07-12,,
2021-07-12,stir fri celeri carrot with beancurd,stir fri celeri carrot with beancurd
2021-07-12,,
2021-07-12,mushroom with season green,mushroom with season green
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,fish fillet with celeri and spring onion,fish fillet with celeri and spring onion
2021-07-12,,
2021-07-12,crab meat vermicelli with beancurd,crab meat vermicelli with beancurd
2021-07-12,,
2021-07-12,brais mix mushroom with loh han cai veget,brais mix mushroom with loh han cai veget
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,marmit sesam mid joint wing,marmit sesam mid joint wing
2021-07-12,,
2021-07-12,steam egg with prawn cube,steam egg with prawn cube
2021-07-12,,
2021-07-12,nonya style mix veget,nonya style mix veget
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,sweet & sour steam fish fillet with bean past,sweet & sour steam fish fillet with bean past
2021-07-12,,
2021-07-12,basil fri egg omelett,basil fri egg omelett
2021-07-12,,
2021-07-12,brais cauliflow with celeri,brais cauliflow with celeri
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,prawn past chicken,prawn past chicken
2021-07-12,chicken with butter salt egg,chicken with butter salt egg
2021-07-12,,
2021-07-12,bake honey cereal oat chicken,bake honey cereal oat chicken
2021-07-12,,
2021-07-12,dri shrimp with beancurd,dri shrimp with beancurd
2021-07-12,,
2021-07-12,fragranc mix curri veget,fragranc mix curri veget
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,mongolia black pepper fish fillet,mongolia black pepper fish fillet
2021-07-12,,
2021-07-12,stir fri sweet & sour chicken sausag with potato,stir fri sweet & sour chicken sausag with potato
2021-07-12,,
2021-07-12,brais mushroom with season green,brais mushroom with season green
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,bake chicken with butter honey,bake chicken with butter honey
2021-07-12,,
2021-07-12,egg plant with chicken floss,egg plant with chicken floss
2021-07-12,,
2021-07-12,french bean with shrimp,french bean with shrimp
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,wing,wing
2021-07-12,,
2021-07-12,brais egg w tau pok,brais egg w tau pok
2021-07-12,,
2021-07-12,fri season veget,fri season veget
2021-07-12,,
2021-07-12,herbal soup,herbal soup
2021-07-12,,
2021-07-12,dri curri pork slice,dri curri pork slice
2021-07-12,,
2021-07-12,egg beancurd w chicken,egg beancurd w chicken
2021-07-12,,
2021-07-12,fri season veget,fri season veget
2021-07-12,,
2021-07-12,pumpkin soup,pumpkin soup
2021-07-12,,
2021-07-12,teochew style steam fish,teochew style steam fish
2021-07-12,slice,slice
2021-07-12,,
2021-07-12,fri chicken,fri chicken
2021-07-12,,
2021-07-12,fri season veget,fri season veget
2021-07-12,,
2021-07-12,white fungu soup,white fungu soup
2021-07-12,,
2021-07-12,lemon chicken,lemon chicken
2021-07-12,,
2021-07-12,sambal fish ball,sambal fish ball
2021-07-12,,
2021-07-12,fri season veget,fri season veget
2021-07-12,,
2021-07-12,brais beancurd with enoki mushroom,brais beancurd with enoki mushroom
2021-07-12,,
2021-07-12,silver fish with bean sprout and dou miao,silver fish with bean sprout and dou miao
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,steam fish fillet with black fungu and garlic,steam fish fillet with black fungu and garlic
2021-07-12,,
2021-07-12,brais minc chicken with tau pok,brais minc chicken with tau pok
2021-07-12,,
2021-07-12,thai style salt fish with kai lan veget,thai style salt fish with kai lan veget
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,tasti curri chicken with potato,tasti curri chicken with potato
2021-07-12,,
2021-07-12,tomato egg omelett,tomato egg omelett
2021-07-12,,
2021-07-12,oyster sauc stir fri chines cabbag with golden garlic,oyster sauc stir fri chines cabbag with golden garlic
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri fish fillet with fruit jam,deep fri fish fillet with fruit jam
2021-07-12,,
2021-07-12,brais egg tofu,brais egg tofu
2021-07-12,,
2021-07-12,shanghai green with golden garlic,shanghai green with golden garlic
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,deep fri three flavour korean style chicken,deep fri three flavour korean style chicken
2021-07-12,,
2021-07-12,crab stick steam egg,crab stick steam egg
2021-07-12,,
2021-07-12,brais chines cabbag with dri shrimp red carrot,brais chines cabbag with dri shrimp red carrot
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,thai style nonya lala,thai style nonya lala
2021-07-12,,
2021-07-12,,
2021-07-12,tofu soup,tofu soup
2021-07-12,,
2021-07-12,fri sotong ring,fri sotong ring
2021-07-12,,
2021-07-12,chicken minc meat w,chicken minc meat w
2021-07-12,mushroom,mushroom
2021-07-12,,
2021-07-12,fri season veget,fri season veget
2021-07-12,,
2021-07-12,fish slice soup,fish slice soup
2021-07-12,,
2021-07-12,creami fish fillet,creami fish fillet
2021-07-12,,
2021-07-12,potato w pork,potato w pork
2021-07-12,,
2021-07-12,fri season veget,fri season veget
2021-07-12,,
2021-07-12,marrow gourd soup,marrow gourd soup
2021-07-12,,
2021-07-12,rendang chicken,rendang chicken
2021-07-12,(),()
2021-07-12,fri egg w crab cube,fri egg w crab cube
2021-07-12,,
2021-07-12,fri season veget,fri season veget
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,fish fillet with celeri and spring onion,fish fillet with celeri and spring onion
2021-07-12,,
2021-07-12,crab meat vermicelli with beancurd,crab meat vermicelli with beancurd
2021-07-12,,
2021-07-12,brais mix mushroom with loh han cai veget,brais mix mushroom with loh han cai veget
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,marmit sesam mid joint wing,marmit sesam mid joint wing
2021-07-12,,
2021-07-12,steam egg with prawn cube,steam egg with prawn cube
2021-07-12,,
2021-07-12,nonya style mix veget,nonya style mix veget
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,sweet & sour steam fish fillet with bean past,sweet & sour steam fish fillet with bean past
2021-07-12,,
2021-07-12,basil fri egg omelett,basil fri egg omelett
2021-07-12,,
2021-07-12,brais cauliflow with celeri,brais cauliflow with celeri
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,minc chicken with tofu,minc chicken with tofu
2021-07-12,,
2021-07-12,stir fri cai poh with long bean,stir fri cai poh with long bean
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,steam chicken with red date chines herb,steam chicken with red date chines herb
2021-07-12,,
2021-07-12,roast potato wedg,roast potato wedg
2021-07-12,,
2021-07-12,stir fri cauliflow with golden garlic,stir fri cauliflow with golden garlic
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,deep fri fish fillet with cereal oat,deep fri fish fillet with cereal oat
2021-07-12,,
2021-07-12,western style chicken sausag fri egg,western style chicken sausag fri egg
2021-07-12,,
2021-07-12,fragranc curri mix veget,fragranc curri mix veget
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,veget soup,veget soup
2021-07-12,,
2021-07-12,vineg pig trotter,vineg pig trotter
2021-07-12,,
2021-07-12,thai style fish cake,thai style fish cake
2021-07-12,,
2021-07-12,fri season veget,fri season veget
2021-07-12,,
2021-07-12,radish soup,radish soup
2021-07-12,,
2021-07-12,steam garlic prawn,steam garlic prawn
2021-07-12,,
2021-07-12,mix chicken ball,mix chicken ball
2021-07-12,,
2021-07-12,fri season veget,fri season veget
2021-07-12,,
2021-07-12,black bean soup,black bean soup
2021-07-12,,
2021-07-12,chicken with butter salt egg,chicken with butter salt egg
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,bake honey cereal oat chicken,bake honey cereal oat chicken
2021-07-12,,
2021-07-12,dri shrimp with beancurd,dri shrimp with beancurd
2021-07-12,,
2021-07-12,fragranc mix curri veget,fragranc mix curri veget
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,mongolia black pepper fish fillet,mongolia black pepper fish fillet
2021-07-12,,
2021-07-12,stir fri sweet & sour chicken sausag with potato,stir fri sweet & sour chicken sausag with potato
2021-07-12,,
2021-07-12,brais mushroom with season green,brais mushroom with season green
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,bake chicken with butter honey,bake chicken with butter honey
2021-07-12,,
2021-07-12,egg plant with chicken floss,egg plant with chicken floss
2021-07-12,,
2021-07-12,french bean with shrimp,french bean with shrimp
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,roast chicken with mushroom & white sauc,roast chicken with mushroom & white sauc
2021-07-12,,
2021-07-12,stir fri beancurd with leek and red capsicum,stir fri beancurd with leek and red capsicum
2021-07-12,,
2021-07-12,kai lan with silver fish,kai lan with silver fish
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,steam fish fillet with suan cai,steam fish fillet with suan cai
2021-07-12,,
2021-07-12,golden eggplant with cereal oat,golden eggplant with cereal oat
2021-07-12,,
2021-07-12,soy chip with chines spinach,soy chip with chines spinach
2021-07-12,,
2021-07-12,soup of the day,soup of the day
2021-07-12,,
2021-07-12,deep fri item of the day,deep fri item of the day
2021-07-12,,
2021-07-12,mid joint wing with teriyaki sauc,mid joint wing with teriyaki sauc
2021-07-12,,
2021-07-12,tofu with hot honey sauc,tofu with hot honey sauc
2021-07-12,,
2021-07-12,celeri with snow pea,celeri with snow pea
2021-07-12,,
2021-07-12,soup of the day,soup of the day
