date,food name,Ingredients,Nutrition,nutrition value,text
2021-07-12,easi indian butter chicken,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","53 %,4 %,10 %,127 %,242 %,101 %,62 %,96 %,28 %,19 %,6 %,13 %,10 %,18 %,16 %,58 %,13 %",
2021-07-12,slow cooker butter chicken,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","61 %,6 %,16 %,51 %,94 %,34 %,13 %,94 %,25 %,19 %,8 %,13 %,31 %,28 %,23 %,18 %,16 %",
2021-07-12,chicken tikka masala,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","49 %,4 %,10 %,45 %,84 %,48 %,49 %,104 %,36 %,18 %,6 %,21 %,19 %,20 %,19 %,64 %,15 %",
2021-07-12,easi garam masala,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,vitamin a iu:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,","2 %,1 %,3 %,1 %,1 %",
2021-07-12,delici chana masala,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","34 %,24 %,61 %,12 %,6 %,1 %,51 %,36 %,93 %,111 %,52 %,19 %,33 %,42 %,33 %,48 %,26 %",
2021-07-12,indian chicken curri ii,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","38 %,5 %,15 %,33 %,52 %,13 %,11 %,82 %,32 %,26 %,7 %,17 %,21 %,24 %,16 %,11 %,11 %",
2021-07-12,tamarind sauc fish curri,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","57 %,4 %,14 %,33 %,18 %,33 %,25 %,63 %,29 %,11 %,8 %,11 %,19 %,23 %,20 %,34 %,19 %",
2021-07-12,naan,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,","2 %,1 %,1 %,6 %,11 %,7 %,3 %,3 %,3 %,1 %,1 %,1 %,1 %,15 %",
2021-07-12,kashmiri lamb,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","56 %,5 %,14 %,54 %,58 %,30 %,23 %,93 %,25 %,117 %,13 %,13 %,17 %,24 %,22 %,5 %,21 %",
2021-07-12,red split lentil (masoor dal),,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","27 %,16 %,29 %,6 %,3 %,19 %,12 %,8 %,39 %,8 %,5 %,17 %,7 %,15 %,17 %,11 %",
2021-07-12,indocook' indonesian-styl ketchup,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,niacin equivalents:,,,vitamin b6:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,","1 %,2 %,3 %,4 %,2 %,3 %,8 %,4 %,19 %",
2021-07-12,indian chicken curri (murgh kari),,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","76 %,5 %,12 %,37 %,23 %,32 %,15 %,178 %,55 %,21 %,7 %,14 %,17 %,23 %,20 %,55 %,18 %",
2021-07-12,coconut chutney,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,","4 %,2 %,10 %,16 %,39 %,3 %,5 %,7 %,42 %,3 %,4 %,5 %,6 %,5 %,1 %",
2021-07-12,roti canai/paratha (indian pancake),,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","17 %,18 %,8 %,16 %,29 %,15 %,6 %,47 %,35 %,2 %,20 %,6 %,3 %,12 %,59 %",
2021-07-12,tomato cucumb kachumbar,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,","2 %,2 %,4 %,16 %,4 %,4 %,23 %,5 %,2 %,3 %,5 %,6 %,2 %",
2021-07-12,black chana with potato,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","20 %,17 %,40 %,14 %,7 %,1 %,31 %,40 %,52 %,53 %,8 %,20 %,30 %,27 %,29 %,30 %",
2021-07-12,beef rendang,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","95 %,11 %,8 %,58 %,78 %,37 %,14 %,137 %,78 %,37 %,10 %,10 %,90 %,33 %,26 %,40 %,24 %",
2021-07-12,indonesian ratatouil with tempeh,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","44 %,14 %,46 %,29 %,20 %,86 %,68 %,58 %,186 %,41 %,21 %,27 %,55 %,39 %,23 %,38 %",
2021-07-12,java style beef sate,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","45 %,6 %,11 %,46 %,36 %,20 %,16 %,62 %,47 %,116 %,8 %,6 %,21 %,23 %,17 %,55 %,35 %",
2021-07-12,opor ayam (chicken in coconut milk),,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","34 %,6 %,8 %,71 %,140 %,13 %,16 %,54 %,21 %,10 %,10 %,6 %,33 %,30 %,16 %,17 %,11 %",
2021-07-12,indonesian beef rendang,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","49 %,4 %,12 %,93 %,204 %,27 %,9 %,72 %,42 %,39 %,13 %,6 %,50 %,39 %,25 %,73 %,20 %",
2021-07-12,jemput jumput (banana fritters),,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","2 %,5 %,5 %,76 %,32 %,1 %,5 %,9 %,6 %,4 %,2 %,2 %,4 %,4 %,1 %,5 %",
2021-07-12,sop buntot (indonesian oxtail soup),,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","76 %,11 %,18 %,40 %,41 %,42 %,162 %,18 %,40 %,43 %,14 %,8 %,32 %,16 %,25 %,49 %,16 %",
2021-07-12,chicken in coconut sauc,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","59 %,25 %,6 %,51 %,111 %,23 %,5 %,147 %,51 %,14 %,9 %,4 %,7 %,23 %,15 %,5 %,14 %",
2021-07-12,kek lapi indonesia (indonesian layer cake),,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","16 %,11 %,2 %,68 %,130 %,149 %,31 %,18 %,7 %,17 %,5 %,8 %,3 %,2 %,12 %,15 %",
2021-07-12,cap cai,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","38 %,6 %,18 %,18 %,10 %,36 %,171 %,31 %,35 %,176 %,35 %,21 %,19 %,29 %,22 %,33 %,15 %",
2021-07-12,indonesia sate (meat kabobs),,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","50 %,2 %,3 %,8 %,9 %,23 %,69 %,36 %,4 %,5 %,3 %,23 %,15 %,15 %,17 %,17 %",
2021-07-12,indonesian fri rice (nasi goreng),,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","63 %,16 %,11 %,15 %,12 %,86 %,19 %,103 %,39 %,105 %,40 %,10 %,33 %,25 %,15 %,35 %,40 %",
2021-07-12,indonesian chicken skewer with peanut sauc (satay ayam),,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","50 %,3 %,6 %,34 %,24 %,23 %,1 %,95 %,25 %,3 %,6 %,3 %,9 %,19 %,10 %,54 %,8 %",
2021-07-12,ayam penyet peda (indonesian spici penyet chicken),,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","78 %,15 %,24 %,42 %,32 %,36 %,125 %,134 %,121 %,643 %,33 %,21 %,39 %,51 %,44 %,98 %,39 %",
2021-07-12,chef john' beef rendang,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","37 %,3 %,6 %,46 %,81 %,22 %,12 %,42 %,22 %,9 %,6 %,4 %,24 %,17 %,11 %,2 %,8 %",
2021-07-12,chicken broccoli ca - unieng' style,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","32 %,3 %,10 %,12 %,7 %,11 %,68 %,79 %,36 %,124 %,21 %,11 %,9 %,16 %,15 %,17 %,11 %",
2021-07-12,prawn nasi goreng,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","82 %,22 %,16 %,39 %,27 %,167 %,134 %,79 %,42 %,50 %,50 %,18 %,47 %,37 %,25 %,60 %,47 %",
2021-07-12,indonesian satay,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","62 %,4 %,9 %,28 %,16 %,22 %,1 %,154 %,39 %,5 %,7 %,3 %,10 %,24 %,12 %,38 %,10 %",
2021-07-12,indonesian spice rice,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","7 %,13 %,5 %,9 %,5 %,1 %,21 %,8 %,7 %,29 %,2 %,13 %,6 %,3 %,28 %",
2021-07-12,pisang goreng (indonesian banana fritters),,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","17 %,24 %,20 %,30 %,30 %,21 %,8 %,38 %,38 %,22 %,27 %,6 %,14 %,20 %,18 %,3 %,40 %",
2021-07-12,kecap mani (sweet soy sauce),,"carbohydrates:,,,sugars:,,,vitamin a iu:,,,vitamin c:,,,folate:,,,calcium:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,","5 %,58 %",
2021-07-12,mie goreng - indonesian fri noodl,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","45 %,11 %,7 %,22 %,24 %,14 %,67 %,91 %,32 %,34 %,7 %,4 %,8 %,13 %,11 %,73 %,10 %",
2021-07-12,indonesian pork satay,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","83 %,7 %,17 %,76 %,100 %,52 %,23 %,148 %,45 %,14 %,19 %,6 %,18 %,44 %,24 %,93 %,116 %",
2021-07-12,erin' indonesian chicken,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","71 %,19 %,26 %,29 %,19 %,20 %,18 %,150 %,38 %,40 %,39 %,9 %,24 %,39 %,18 %,13 %,40 %",
2021-07-12,malaysian chicken satay,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,","15 %,1 %,1 %,1 %,1 %,7 %,35 %,9 %,1 %,1 %,1 %,2 %,3 %,2 %,1 %",
2021-07-12,nasi lemak (malaysia),,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","64 %,37 %,17 %,41 %,99 %,58 %,41 %,34 %,37 %,27 %,16 %,11 %,35 %,31 %,25 %,34 %,13 %",
2021-07-12,nasi lemak,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","50 %,17 %,17 %,51 %,74 %,79 %,16 %,121 %,34 %,116 %,47 %,15 %,38 %,41 %,22 %,52 %,48 %",
2021-07-12,pandan kaya,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,","4 %,4 %,1 %,10 %,25 %,14 %,1 %,4 %,1 %,2 %,1 %,3 %,2 %,2 %,1 %",
2021-07-12,malaysian chicken curri,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","72 %,9 %,19 %,65 %,115 %,34 %,69 %,114 %,46 %,243 %,22 %,12 %,47 %,49 %,31 %,16 %,25 %",
2021-07-12,sambal belacan,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","3 %,2 %,4 %,1 %,1 %,12 %,8 %,20 %,155 %,4 %,1 %,4 %,6 %,6 %,1 %,6 %",
2021-07-12,screw pine cake,,"protein:,,,carbohydrates:,,,dietary fiber:,,,soluble fiber:,,,insoluble fiber:,,,sugars:,,,other carbs:,,,fat:,,,saturated fat:,,,mono fat:,,,poly fat:,,,trans fatty acid:,,,cholesterol:,,,water:,,,ash:,,,vitamin a iu:,,,vitamin a re:,,,vitamin a carotenoid:,,,vitamin a retinol:,,,vitamin a carotene:,,,vitamin b1 thiamin:,,,vitamin b2 riboflavin:,,,vitamin b3 niacin:,,,niacin equivalents:,,,vitamin b6:,,,vitamin b12:,,,vitamin c:,,,vitamin e alpha equivalents:,,,vitamin e iu:,,,vitamin e mg:,,,folate:,,,vitamin k:,,,pantothenic acid:,,,boron:,,,calcium:,,,chromium:,,,copper:,,,fluoride:,,,iron:,,,magnesium:,,,manganese:,,,phosphorus:,,,potassium:,,,selenium:,,,sodium:,,,zinc:,,,40 butyric:,,,60 caprioc:,,,80 caprylic:,,,100 capric:,,,120 lauric:,,,140 myristic:,,,160 palmitic:,,,180 stearic:,,,161 palmitol:,,,181 oleic:,,,201 eicosen:,,,221 erucic:,,,182 linoleic:,,,183 linolenic:,,,184 stearidon:,,,204 arachidon:,,,205 epa:,,,225 dpa:,,,226 dha:,,,omega 3 fatty acid:,,,omega 6 fatty acid:,,,alcohol:,,,caffeine:,,,pyramid fat:,,,exchange other carbs:,,,energy:,,,thiamin:,,,riboflavin:,,,biotin:,,,alanine:,,,arginine:,,,cystine:,,,glycine:,,,histidine:,,,isoleucine:,,,leucine:,,,lysine:,,,methionine:,,,phenylalanine:,,,proline:,,,serine:,,,threonine:,,,tryptophan:,,,tyrosine:,,,valine:,,,pyramid bread:,,,exchange starch:,,,aspartic acid:,,,glutamic acid:,,,vitamin d iu:,,,vitamin d mcg:,,,exchange fat:,,,exchange very lean meat:,,,added sugar:,,,monosaccharides:,,,disaccharides:,,,phytosterols:,,","2 %,5 %,1 %,31 %,70 %,14 %,9 %,3 %,1 %,3 %,3 %,2 %,1 %,1 %,3 %,5 %,3 %,10 %,3 %,2 %,3 %,7 %,1 %,2 %,2 %,3 %",
2021-07-12,grandmum' fish ball soup,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","125 %,16 %,24 %,58 %,41 %,92 %,77 %,109 %,76 %,144 %,16 %,22 %,26 %,49 %,50 %,69 %,8 %",
2021-07-12,devil curri,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","91 %,15 %,27 %,17 %,9 %,33 %,13 %,235 %,101 %,75 %,16 %,9 %,23 %,41 %,41 %,5 %,29 %",
2021-07-12,chicken curri v,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","134 %,3 %,5 %,31 %,41 %,59 %,3 %,251 %,51 %,3 %,3 %,6 %,18 %,26 %,15 %,18 %,11 %",
2021-07-12,malaysian ladi finger (okra),,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","14 %,3 %,8 %,6 %,3 %,13 %,14 %,16 %,26 %,148 %,10 %,5 %,8 %,14 %,9 %,8 %,13 %",
2021-07-12,malaysian red curri thigh,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","42 %,2 %,8 %,43 %,66 %,24 %,7 %,71 %,20 %,7 %,6 %,5 %,22 %,19 %,10 %,14 %,8 %",
2021-07-12,azalina' mint chicken curri,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","58 %,9 %,39 %,59 %,124 %,20 %,21 %,101 %,40 %,18 %,10 %,15 %,48 %,41 %,24 %,25 %,13 %",
2021-07-12,fri rice with marmite®,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","84 %,27 %,8 %,25 %,19 %,85 %,45 %,237 %,64 %,35 %,73 %,13 %,33 %,32 %,19 %,62 %,57 %",
2021-07-12,chicken with black bean,,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","58 %,4 %,9 %,10 %,6 %,22 %,58 %,147 %,54 %,145 %,9 %,5 %,10 %,17 %,15 %,13 %,15 %",
